13241554147123563567435219927151064746227456020, 482793874349888363035665960017386945229870029341
646825240977348854706834322338556868110012907250, 625111251461464348337409419079140202344432081973
374497055155042195386410708785276637554290205028, 354103289040342152686920139498030141599912646288
336549879094496957658433589587873812787622889776, 520846490983158421252986009788247767215238505103
384815940104222264500419224511516145198574730450, 99666225883522379794867787766514625030963146476
250731821155489215434832074763990960174958869889, 309665328392224314746218970958271748211843937392
192522160222796684527274212072144582960335066455, 373839063748155121952792573925289022785907971963
409220032533651328728040612896977932041379636901, 172803563181321883606878727194971136103161354780
347085168664295731181661895050953875205035950398, 601007364541125517168872706386058472425140137949
3803032376232862584938099491205450539807079515, 91320733316076279112427146277607535763597179591
324254142002686991556050847737875357015592043889, 401499156698996967454264760643173456936102764246
589732049955297425408601096954005847055064688211, 678984626118825415423414183910700725273609087272
537294746182612585663137300551609504363936036102, 204657644691403151323378059604448855000812014997
535737670774352132516830785000167020690271385461, 622138017329489930124683302451675541077810907606
388230275769296354220735264173545239108223087697, 144541699400428834785587057190097773114278834682
503182041451442076819037637367089032470679123361, 217933533627410214280655942786294955551816742089
91398591663718960361951238807418808470066772846, 264334458290377083408678674334680926971529915433
550919596886511624897431183177990210267209464033, 619387486462308497289430624545462823197061790848
55169747942042223042956466628378883683963701502, 172995785283577450008080313902935937192352106589
32244907417741148838540420139521145025434520956, 532166689275526387683132775833411174057268792159
289190308172968970453701195199410507013814135548, 706975879071072703833921577302895005906523763357
336794354102303645668037665191749472515147550304, 369487063478478418846065022206422882015883564883
157695612892179674150295490705669819312856752486, 23224951124654597579903414488359535280967922752
250202322829878087843403036997507395989372026917, 342275416920618287627662475617509785032258107992
531401519215567473187313026173502763029535853966, 719946939118424212267578133558976336937919263630
558999140005576519666015117236540174599376433749, 305469258881666057093247430851240743835124471092
719641840646211984849485599002913442245642833872, 134153195159847406456492882639809307645629230898
315359937851272027989176103191153316496289147906, 255495341668517948571155238642108264496021095046
29268488172237378047162385932511282077216687911, 638373695968065418755766854761015660476328973413
